OTU12|centroid=ASV541	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Myrtales(1.00),f:Onagraceae(1.00),g:Epilobium(1.00),s:Epilobium_tetragonum(0.36)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Myrtales,f:Onagraceae,g:Epilobium
OTU16|centroid=ASV311	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Brassicales(1.00),f:Brassicaceae(1.00),g:Cardamine(0.85),s:Cardamine_amara(0.31)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Brassicales,f:Brassicaceae,g:Cardamine
OTU15|centroid=ASV695	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Euphorbiaceae(1.00),g:Mercurialis(1.00),s:Mercurialis_perennis(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Euphorbiaceae,g:Mercurialis,s:Mercurialis_perennis
OTU19|centroid=ASV514	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Plantago(1.00),s:Plantago_major(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Plantago,s:Plantago_major
OTU18|centroid=ASV539	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(0.85),f:Ranunculaceae(0.85),g:Helleborus(0.33),s:Helleborus_multifidus(0.33)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae
OTU13|centroid=ASV372	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.62),f:Rosaceae(0.62),g:Rubus(0.60),s:Rubus_caesius(0.49)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU14|centroid=ASV478	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Fragaria(1.00),s:Fragaria_vesca(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Fragaria,s:Fragaria_vesca
OTU25|centroid=ASV599	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Geum(1.00),s:Geum_urbanum(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Geum,s:Geum_urbanum
OTU28|centroid=ASV580	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(1.00),f:Fabaceae(1.00),g:Trifolium(1.00),s:Trifolium_pratense(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae,g:Trifolium,s:Trifolium_pratense
OTU20|centroid=ASV611	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(1.00),f:Primulaceae(1.00),g:Lysimachia(1.00),s:Lysimachia_nummularia(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ericales,f:Primulaceae,g:Lysimachia,s:Lysimachia_nummularia
OTU21|centroid=ASV240	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.97),s:Rubus_caesius(0.69)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU22|centroid=ASV309	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Brassicales(1.00),f:Brassicaceae(1.00),g:Cardaminopsis(0.91),s:Cardaminopsis_arenosa(0.91)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Brassicales,f:Brassicaceae,g:Cardaminopsis,s:Cardaminopsis_arenosa
OTU23|centroid=ASV260	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Milium(1.00),s:Milium_effusum(1.00)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Milium,s:Milium_effusum
OTU26|centroid=ASV609	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Potentilla(0.99),s:Potentilla_norvegica(0.56)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Potentilla
OTU24|centroid=ASV263	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Festuca(0.84),s:Festuca_rubra(0.67)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Festuca
OTU27|centroid=ASV445	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rosa(1.00),s:Rosa_tomentosa(0.48)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rosa
OTU29|centroid=ASV594	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Eupatorium(0.96),s:Eupatorium_cannabinum(0.96)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Eupatorium,s:Eupatorium_cannabinum
OTU37|centroid=ASV290	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Fagaceae(1.00),g:Quercus(0.97),s:Quercus_robur(0.93)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Quercus,s:Quercus_robur
OTU31|centroid=ASV443	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sanguisorba(1.00),s:Sanguisorba_minor(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Sanguisorba,s:Sanguisorba_minor
OTU35|centroid=ASV516	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Plantago(1.00),s:Plantago_lanceolata(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Plantago,s:Plantago_lanceolata
OTU38|centroid=ASV651	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Erigeron(0.98),s:Erigeron_annuus(0.52)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Erigeron
OTU30|centroid=ASV646	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Solidago(1.00),s:Solidago_gigantea(0.68)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Solidago
OTU34|centroid=ASV464	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sorbus(1.00),s:Sorbus_aria(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Sorbus,s:Sorbus_aria
OTU33|centroid=ASV642	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Centaurea(1.00),s:Centaurea_phrygia(0.70)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Centaurea
OTU32|centroid=ASV533	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fabales(1.00),f:Fabaceae(1.00),g:Lathyrus(0.92),s:Lathyrus_linifolius(0.60)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fabales,f:Fabaceae,g:Lathyrus
OTU36|centroid=ASV523	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Salicaceae(1.00),g:Salix(1.00),s:Salix_caprea(0.62)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Salicaceae,g:Salix
OTU41|centroid=ASV440	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rhamnaceae(1.00),g:Frangula(0.99),s:Frangula_alnus(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rhamnaceae,g:Frangula,s:Frangula_alnus
OTU39|centroid=ASV519	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Aconitum(1.00),s:Aconitum_lycoctonum(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Aconitum,s:Aconitum_lycoctonum
OTU40|centroid=ASV712	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Euphorbiaceae(1.00),g:Euphorbia(1.00),s:Euphorbia_verrucosa(0.77)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Euphorbiaceae,g:Euphorbia
OTU47|centroid=ASV354	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(0.65),f:Betulaceae(0.65),g:Corylus(0.65),s:Corylus_avellana(0.53)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida
OTU43|centroid=ASV274	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(0.99),f:Violaceae(0.99),g:Viola(0.99),s:Viola_reichenbachiana(0.46)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU42|centroid=ASV654	k:Plantae(1.00),p:Tracheophyta(0.94),c:Magnoliopsida(0.94),o:Asterales(0.94),f:Asteraceae(0.94),g:Filago(0.68),s:Filago_pyramidata(0.68)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae
OTU44|centroid=ASV667	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_officinalis(0.98)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica,s:Veronica_officinalis
OTU50|centroid=ASV229	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_saxatilis(0.59)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU46|centroid=ASV592	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Brassicales(1.00),f:Brassicaceae(1.00),g:Cardamine(0.80),s:Cardamine_amara(0.36)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Brassicales,f:Brassicaceae,g:Cardamine
OTU45|centroid=ASV405	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_caesius(0.60)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU48|centroid=ASV382	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_caesius(0.70)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU49|centroid=ASV713	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Euphorbiaceae(1.00),g:Euphorbia(1.00),s:Euphorbia_amygdaloides(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Euphorbiaceae,g:Euphorbia,s:Euphorbia_amygdaloides
OTU54|centroid=ASV231	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Sorbus(0.87),s:Sorbus_torminalis(0.39)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Sorbus
OTU59|centroid=ASV321	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(1.00),s:Rubus_saxatilis(0.87)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus,s:Rubus_saxatilis
OTU51|centroid=ASV294	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Rubus(0.97),s:Rubus_saxatilis(0.54)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU55|centroid=ASV649	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Erigeron(0.92),s:Erigeron_acris(0.85)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Erigeron,s:Erigeron_acris
OTU57|centroid=ASV356	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Apiales(0.98),f:Araliaceae(0.98),g:Hedera(0.97),s:Hedera_helix(0.97)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Apiales,f:Araliaceae,g:Hedera,s:Hedera_helix
OTU53|centroid=ASV619	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(1.00),f:Primulaceae(1.00),g:Primula(1.00),s:Primula_vulgaris(0.90)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ericales,f:Primulaceae,g:Primula,s:Primula_vulgaris
OTU52|centroid=ASV589	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Brassicales(1.00),f:Brassicaceae(1.00),g:Cardamine(0.77),s:Cardamine_amara(0.37)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Brassicales,f:Brassicaceae
OTU58|centroid=ASV455	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Boraginales(1.00),f:Boraginaceae(1.00),g:Symphytum(0.99),s:Symphytum_tuberosum(0.97)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Boraginales,f:Boraginaceae,g:Symphytum,s:Symphytum_tuberosum
OTU60|centroid=ASV441	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ranunculales(1.00),f:Ranunculaceae(1.00),g:Hepatica(0.81),s:Hepatica_nobilis(0.81)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ranunculales,f:Ranunculaceae,g:Hepatica,s:Hepatica_nobilis
OTU56|centroid=ASV610	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(1.00),f:Myrsinaceae(0.99),g:Anagallis(0.99),s:Anagallis_arvensis(0.99)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ericales,f:Myrsinaceae,g:Anagallis,s:Anagallis_arvensis
OTU67|centroid=ASV292	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Fagaceae(1.00),g:Quercus(0.98),s:Quercus_robur(0.96)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Quercus,s:Quercus_robur
OTU63|centroid=ASV531	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Caryophyllales(1.00),f:Caryophyllaceae(1.00),g:Cerastium(1.00),s:Cerastium_arvense(0.36)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Caryophyllales,f:Caryophyllaceae,g:Cerastium
OTU69|centroid=ASV255	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Bromus(0.99),s:Bromus_catharticus(0.81)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Bromus,s:Bromus_catharticus
OTU66|centroid=ASV257	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Calamagrostis(1.00),s:Calamagrostis_epigejos(1.00)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Calamagrostis,s:Calamagrostis_epigejos
OTU70|centroid=ASV423	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.87),f:Rosaceae(0.87),g:Rubus(0.87),s:Rubus_saxatilis(0.62)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Rubus
OTU61|centroid=ASV583	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_alpina(0.52)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica
OTU64|centroid=ASV680	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.57)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU71|centroid=ASV314	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Ulmaceae(1.00),g:Ulmus(1.00),s:Ulmus_minor(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Ulmaceae,g:Ulmus,s:Ulmus_minor
OTU65|centroid=ASV690	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.55)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU62|centroid=ASV656	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Leucanthemum(1.00),s:Leucanthemum_vulgare(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Leucanthemum,s:Leucanthemum_vulgare
OTU68|centroid=ASV586	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Tussilago(1.00),s:Tussilago_farfara(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Tussilago,s:Tussilago_farfara
OTU72|centroid=ASV569	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Ericales(1.00),f:Ericaceae(1.00),g:Vaccinium(1.00),s:Vaccinium_myrtillus(0.49)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Ericales,f:Ericaceae,g:Vaccinium
OTU76|centroid=ASV486	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Plantaginaceae(1.00),g:Veronica(1.00),s:Veronica_chamaedrys(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Plantaginaceae,g:Veronica,s:Veronica_chamaedrys
OTU81|centroid=ASV618	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(0.81),f:Rosaceae(0.81),g:Rubus(0.76),s:Rubus_caesius(0.56)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae
OTU80|centroid=ASV657	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Lamiales(1.00),f:Oleaceae(1.00),g:Fraxinus(0.98),s:Fraxinus_ornus(0.77)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Lamiales,f:Oleaceae,g:Fraxinus
OTU82|centroid=ASV250	k:Plantae(1.00),p:Tracheophyta(1.00),c:Liliopsida(1.00),o:Poales(1.00),f:Poaceae(1.00),g:Melica(1.00),s:Melica_nutans(1.00)	+	k:Plantae,p:Tracheophyta,c:Liliopsida,o:Poales,f:Poaceae,g:Melica,s:Melica_nutans
OTU73|centroid=ASV682	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.52)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU74|centroid=ASV689	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Malpighiales(1.00),f:Violaceae(1.00),g:Viola(1.00),s:Viola_reichenbachiana(0.49)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Malpighiales,f:Violaceae,g:Viola
OTU75|centroid=ASV308	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Brassicales(1.00),f:Brassicaceae(1.00),g:Cardamine(1.00),s:Cardamine_hirsuta(1.00)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Brassicales,f:Brassicaceae,g:Cardamine,s:Cardamine_hirsuta
OTU83|centroid=ASV289	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Fagaceae(1.00),g:Quercus(0.97),s:Quercus_robur(0.80)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Quercus,s:Quercus_robur
OTU77|centroid=ASV492	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Rosales(1.00),f:Rosaceae(1.00),g:Pyrus(0.96),s:Pyrus_pyraster(0.96)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Rosales,f:Rosaceae,g:Pyrus,s:Pyrus_pyraster
OTU78|centroid=ASV662	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Asterales(1.00),f:Asteraceae(1.00),g:Cirsium(0.95),s:Cirsium_acaule(0.62)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Asterales,f:Asteraceae,g:Cirsium
OTU84|centroid=ASV293	k:Plantae(1.00),p:Tracheophyta(1.00),c:Magnoliopsida(1.00),o:Fagales(1.00),f:Fagaceae(1.00),g:Quercus(0.99),s:Quercus_robur(0.68)	+	k:Plantae,p:Tracheophyta,c:Magnoliopsida,o:Fagales,f:Fagaceae,g:Quercus
